DateOfMatch,DropGoal1,DropGoal2,MatchID,DropGoalID
13/12/2009,NULL,NULL,1000,6000
20/12/2009,NULL,NULL,1001,6001
27/12/2009,NULL,NULL,1002,6002
01/01/2010,NULL,NULL,1003,6003
16/01/2010,NULL,NULL,1004,6004
24/01/2010,NULL,NULL,1005,6005
29/01/2010,NULL,NULL,1006,6006
06/02/2010,NULL,NULL,1007,6007
08/10/2010,NULL,NULL,1008,6008
16/10/2010,NULL,NULL,1009,6009
31/10/2010,NULL,NULL,1010,6010
05/11/2010,NULL,NULL,1011,6011
19/11/2010,NULL,NULL,1013,6012
27/11/2010,NULL,NULL,1014,6013
11/12/2010,NULL,NULL,1015,6014
20/12/2010,NULL,NULL,1016,6015
27/12/2010,NULL,NULL,1017,6016
02/01/2011,NULL,NULL,1018,6017
07/01/2011,NULL,NULL,1019,6018
14/01/2011,Charlie Hodgson,NULL,1020,6019
22/01/2011,NULL,NULL,1021,6020
28/01/2011,NULL,NULL,1022,6021
06/02/2011,NULL,NULL,1023,6022
01/09/2018,NULL,NULL,1462,6023
09/09/2018,NULL,NULL,1463,6024
15/09/2018,NULL,NULL,1024,6025
22/09/2018,NULL,NULL,1025,6026
30/09/2018,NULL,NULL,1026,6027
06/10/2018,NULL,NULL,1027,6028
17/11/2018,NULL,NULL,1028,6029
24/11/2018,NULL,NULL,1029,6030
02/12/2018,NULL,NULL,1030,6031
12/10/2018,NULL,NULL,1464,6032
20/10/2018,NULL,NULL,1031,6033
08/12/2018,NULL,NULL,1032,6034
15/12/2018,NULL,NULL,1033,6035
26/10/2018,NULL,NULL,1034,6036
02/11/2018,NULL,NULL,1035,6037
09/11/2018,NULL,NULL,1036,6038
02/09/2016,NULL,NULL,1061,6039
09/09/2016,NULL,NULL,1062,6040
16/09/2016,NULL,NULL,1063,6041
24/09/2016,NULL,NULL,1064,6042
01/10/2016,NULL,NULL,1065,6043
07/10/2016,NULL,NULL,1066,6044
30/10/2016,NULL,NULL,1067,6045
20/11/2016,NULL,NULL,1068,6046
27/11/2016,NULL,NULL,1069,6047
02/12/2016,NULL,NULL,1070,6048
23/12/2016,NULL,NULL,1071,6049
01/01/2017,NULL,NULL,1072,6050
07/01/2017,NULL,NULL,1073,6051
10/02/2017,NULL,NULL,1074,6052
19/02/2017,NULL,NULL,1075,6053
25/02/2017,NULL,NULL,1076,6054
03/03/2017,NULL,NULL,1077,6055
25/03/2017,NULL,NULL,1078,6056
07/04/2017,NULL,NULL,1079,6057
15/04/2017,NULL,NULL,1080,6058
29/04/2017,NULL,NULL,1081,6059
06/05/2017,NULL,NULL,1082,6060
15/10/2016,NULL,NULL,1315,6061
21/10/2016,NULL,NULL,1083,6062
10/12/2016,NULL,NULL,1084,6063
18/12/2016,NULL,NULL,1085,6064
15/01/2017,NULL,NULL,1086,6065
21/01/2017,NULL,NULL,1087,6066
04/11/2016,NULL,NULL,1088,6067
11/11/2016,NULL,NULL,1089,6068
27/01/2017,NULL,NULL,1090,6069
03/02/2017,NULL,NULL,1091,6070
17/10/2015,NULL,NULL,1104,6071
23/10/2015,NULL,NULL,1105,6072
01/11/2015,NULL,NULL,1106,6073
06/11/2015,NULL,NULL,1107,6074
22/12/2018,NULL,NULL,1046,6075
12/01/2019,NULL,NULL,1051,6076
29/12/2018,NULL,NULL,1047,6077
04/01/2019,NULL,NULL,1048,6078
19/01/2019,NULL,NULL,1052,6079
16/02/2019,NULL,NULL,1053,6080
03/02/2019,NULL,NULL,1050,6081
23/02/2019,NULL,NULL,1054,6082
08/03/2019,NULL,NULL,1056,6083
02/03/2019,NULL,NULL,1055,6084
23/03/2019,NULL,NULL,1057,6085
29/03/2019,NULL,NULL,1049,6086
05/04/2019,NULL,NULL,1058,6087
13/04/2019,NULL,NULL,1060,6088
20/04/2019,NULL,NULL,1103,6089
26/04/2019,NULL,NULL,1059,6090
03/05/2019,NULL,NULL,1101,6091
18/05/2019,NULL,NULL,1102,6092
15/11/2015,NULL,NULL,1108,6093
21/11/2015,NULL,NULL,1109,6094
28/11/2015,NULL,NULL,1110,6095
04/12/2015,NULL,NULL,1111,6096
12/12/2015,NULL,NULL,1112,6097
19/12/2015,NULL,NULL,1113,6098
26/12/2015,NULL,NULL,1114,6099
02/01/2016,Danny Cipriani,NULL,1115,6100
15/01/2016,NULL,NULL,1116,6101
21/01/2016,NULL,NULL,1118,6102
30/01/2016,NULL,NULL,1117,6103
06/02/2016,NULL,NULL,1119,6104
13/02/2016,NULL,NULL,1120,6105
20/02/2016,NULL,NULL,1121,6106
27/02/2016,NULL,NULL,1122,6107
05/03/2016,NULL,NULL,1123,6108
12/03/2016,NULL,NULL,1124,6109
20/03/2016,NULL,NULL,1125,6110
27/03/2016,NULL,NULL,1126,6111
17/04/2016,NULL,NULL,1129,6112
23/04/2016,NULL,NULL,1130,6113
29/04/2016,NULL,NULL,1131,6114
07/05/2016,NULL,NULL,1132,6115
06/09/2014,NULL,NULL,1133,6116
13/09/2014,NULL,NULL,1154,6117
21/09/2019,NULL,NULL,1134,6118
28/09/2019,NULL,NULL,1135,6119
05/10/2019,NULL,NULL,1136,6120
12/10/2019,NULL,NULL,1137,6121
19/10/2019,NULL,NULL,1138,6122
26/10/2019,Rob du Preez,NULL,1465,6123
01/11/2019,NULL,NULL,1139,6124
08/11/2019,NULL,NULL,1140,6125
05/10/2014,Danny Cipriani,NULL,1143,6126
20/09/2014,NULL,NULL,1141,6127
27/09/2014,NULL,NULL,1142,6128
11/10/2014,NULL,NULL,1144,6129
18/10/2014,NULL,NULL,1443,6130
26/10/2014,NULL,NULL,1155,6131
01/11/2014,NULL,NULL,1145,6132
09/11/2014,NULL,NULL,1146,6133
15/11/2014,NULL,NULL,1147,6134
21/11/2014,NULL,NULL,1148,6135
30/11/2014,NULL,NULL,1149,6136
06/12/2014,NULL,NULL,1150,6137
13/12/2014,NULL,NULL,1151,6138
19/12/2014,NULL,NULL,1152,6139
27/12/2014,NULL,NULL,1153,6140
04/01/2015,NULL,NULL,1444,6141
10/01/2015,NULL,NULL,1445,6142
16/11/2019,NULL,NULL,1156,6143
24/11/2019,NULL,NULL,1466,6144
30/11/2019,NULL,NULL,1157,6145
08/12/2019,NULL,NULL,1158,6146
15/12/2019,NULL,NULL,1159,6147
21/12/2019,NULL,NULL,1467,6148
28/12/2019,NULL,NULL,1160,6149
03/01/2020,NULL,NULL,1161,6150
10/01/2020,NULL,NULL,1162,6151
18/01/2020,NULL,NULL,1163,6152
25/01/2020,NULL,NULL,1164,6153
07/02/2020,NULL,NULL,1165,6154
15/02/2020,NULL,NULL,1468,6155
21/02/2020,NULL,NULL,1166,6156
28/02/2020,NULL,NULL,1469,6157
06/03/2020,NULL,NULL,1470,6158
22/11/2009,NULL,NULL,1167,6159
05/12/2009,NULL,NULL,1168,6160
30/10/2009,NULL,NULL,1169,6161
24/10/2009,NULL,NULL,1170,6162
02/10/2009,NULL,NULL,1171,6163
04/09/2009,NULL,NULL,1172,6164
13/09/2009,NULL,NULL,1174,6165
18/09/2009,NULL,NULL,1173,6166
26/09/2009,Lee Thomas,NULL,1175,6167
14/02/2010,NULL,NULL,1176,6168
19/02/2010,NULL,NULL,1177,6169
27/02/2010,NULL,NULL,1178,6170
07/03/2010,NULL,NULL,1179,6171
19/03/2010,NULL,NULL,1180,6172
28/03/2010,NULL,NULL,1181,6173
02/04/2010,Charlie Hodgson,Charlie Hodgson,1182,6174
17/04/2010,NULL,NULL,1183,6175
23/04/2010,Charlie Hodgson,NULL,1184,6176
08/05/2010,Lee Thomas,NULL,1185,6177
03/09/2010,Dwayne Peel,NULL,1186,6178
12/09/2010,NULL,NULL,1187,6179
17/09/2010,NULL,NULL,1188,6180
25/09/2010,NULL,NULL,1189,6181
01/10/2010,NULL,NULL,1190,6182
22/10/2010,NULL,NULL,1191,6183
09/04/2010,Charlie Hodgson,NULL,1192,6184
14/11/2010,NULL,NULL,1012,6185
02/04/2016,NULL,NULL,1127,6186
08/04/2016,NULL,NULL,1128,6187
11/10/2009,NULL,NULL,1193,6188
16/10/2009,Charlie Hodgson,NULL,1194,6189
06/11/2009,NULL,NULL,1195,6190
13/11/2009,NULL,NULL,1196,6191
11/02/2011,NULL,NULL,1197,6192
19/02/2011,NULL,NULL,1198,6193
25/02/2011,Charlie Hodgson,NULL,1199,6194
06/03/2011,NULL,NULL,1200,6195
25/03/2011,NULL,NULL,1201,6196
08/04/2011,NULL,NULL,1202,6197
02/04/2011,NULL,NULL,1203,6198
16/04/2011,NULL,NULL,1204,6199
22/04/2011,NULL,NULL,1205,6200
07/05/2011,NULL,NULL,1206,6201
03/09/2011,Nick Macleod,NULL,1207,6202
09/09/2011,NULL,NULL,1208,6203
17/09/2011,NULL,NULL,1209,6204
15/10/2011,NULL,NULL,1210,6205
12/11/2011,NULL,NULL,1211,6206
21/10/2011,NULL,NULL,1212,6207
18/11/2011,NULL,NULL,1238,6208
08/12/2011,NULL,NULL,1213,6209
18/12/2011,NULL,NULL,1214,6210
23/09/2011,NULL,NULL,1215,6211
01/10/2011,NULL,NULL,1216,6212
08/10/2011,NULL,NULL,1217,6213
28/10/2011,NULL,NULL,1218,6214
06/11/2011,NULL,NULL,1219,6215
25/11/2011,NULL,NULL,1220,6216
03/12/2011,NULL,NULL,1221,6217
26/12/2011,NULL,NULL,1222,6218
14/01/2012,NULL,NULL,1223,6219
19/01/2012,NULL,NULL,1224,6220
29/01/2012,NULL,NULL,1225,6221
04/02/2012,NULL,NULL,1226,6222
01/01/2012,Nick Macleod,NULL,1227,6223
08/01/2012,NULL,NULL,1228,6224
10/02/2012,NULL,NULL,1229,6225
18/02/2012,NULL,NULL,1230,6226
24/02/2012,NULL,NULL,1231,6227
03/03/2012,NULL,NULL,1232,6228
23/03/2012,NULL,NULL,1233,6229
30/03/2012,NULL,NULL,1234,6230
13/04/2012,NULL,NULL,1235,6231
21/04/2012,Nick Macleod,NULL,1236,6232
05/05/2012,NULL,NULL,1237,6233
08/09/2012,NULL,NULL,1239,6234
01/09/2012,NULL,NULL,1240,6235
15/09/2012,NULL,NULL,1241,6236
21/09/2012,NULL,NULL,1242,6237
29/09/2012,NULL,NULL,1243,6238
05/10/2012,NULL,NULL,1244,6239
14/10/2012,NULL,NULL,1245,6240
21/10/2012,NULL,NULL,1246,6241
26/10/2012,NULL,NULL,1247,6242
02/11/2012,NULL,NULL,1248,6243
11/11/2012,NULL,NULL,1249,6244
16/11/2012,NULL,NULL,1250,6245
24/11/2012,NULL,NULL,1251,6246
30/11/2012,NULL,NULL,1252,6247
08/12/2012,NULL,NULL,1253,6248
16/12/2012,NULL,NULL,1254,6249
23/12/2012,NULL,NULL,1255,6250
28/12/2012,NULL,NULL,1256,6251
06/01/2013,NULL,NULL,1270,6252
11/01/2013,NULL,NULL,1257,6253
19/01/2013,NULL,NULL,1440,6254
26/01/2013,NULL,NULL,1258,6255
02/02/2013,NULL,NULL,1259,6256
10/03/2013,NULL,NULL,1260,6257
17/03/2013,NULL,NULL,1261,6258
08/02/2013,Nick Macleod,NULL,1262,6259
17/02/2013,NULL,NULL,1263,6260
22/02/2013,NULL,NULL,1264,6261
02/03/2013,NULL,NULL,1265,6262
22/03/2013,NULL,NULL,1442,6263
31/03/2013,NULL,NULL,1266,6264
12/04/2013,NULL,NULL,1267,6265
20/04/2013,NULL,NULL,1268,6266
04/05/2013,NULL,NULL,1269,6267
07/09/2013,Joe Ford,NULL,1271,6268
13/09/2013,NULL,NULL,1272,6269
20/09/2013,NULL,NULL,1273,6270
27/09/2013,NULL,NULL,1274,6271
04/10/2013,Danny Cipriani,NULL,1275,6272
10/10/2013,Joe Ford,NULL,1276,6273
19/10/2013,NULL,NULL,1277,6274
26/10/2013,NULL,NULL,1278,6275
01/11/2013,NULL,NULL,1279,6276
08/11/2013,NULL,NULL,1280,6277
15/11/2013,NULL,NULL,1281,6278
25/01/2014,NULL,NULL,1282,6279
31/01/2014,NULL,NULL,1283,6280
05/12/2013,Joe Ford,NULL,1284,6281
13/12/2013,NULL,NULL,1285,6282
10/01/2014,NULL,NULL,1286,6283
18/01/2014,NULL,NULL,1287,6284
03/04/2014,NULL,NULL,1288,6285
22/11/2013,NULL,NULL,1289,6286
30/11/2013,Danny Cipriani,NULL,1290,6287
20/12/2013,NULL,NULL,1291,6288
28/12/2013,NULL,NULL,1292,6289
03/01/2014,NULL,NULL,1293,6290
07/02/2014,NULL,NULL,1294,6291
14/02/2014,NULL,NULL,1295,6292
22/02/2014,NULL,NULL,1296,6293
01/03/2014,NULL,NULL,1297,6294
22/03/2014,NULL,NULL,1298,6295
28/03/2014,NULL,NULL,1299,6296
11/04/2014,NULL,NULL,1300,6297
19/04/2014,Joe Ford,NULL,1301,6298
03/05/2014,NULL,NULL,1302,6299
10/05/2014,NULL,NULL,1303,6300
01/02/2015,NULL,NULL,1304,6301
07/02/2015,NULL,NULL,1305,6302
15/02/2015,NULL,NULL,1306,6303
21/02/2015,NULL,NULL,1307,6304
28/02/2015,NULL,NULL,1308,6305
06/03/2015,NULL,NULL,1309,6306
29/03/2015,NULL,NULL,1310,6307
12/04/2015,NULL,NULL,1311,6308
25/04/2015,NULL,NULL,1312,6309
09/05/2015,NULL,NULL,1313,6310
16/05/2015,NULL,NULL,1314,6311
23/09/2017,NULL,NULL,1037,6312
29/09/2017,NULL,NULL,1038,6313
06/10/2017,NULL,NULL,1039,6314
01/12/2017,NULL,NULL,1040,6315
23/12/2017,NULL,NULL,1041,6316
30/12/2017,NULL,NULL,1042,6317
13/10/2017,NULL,NULL,1043,6318
10/11/2017,NULL,NULL,1044,6319
09/12/2017,NULL,NULL,1045,6320
02/09/2017,NULL,NULL,1092,6321
08/09/2017,NULL,NULL,1093,6322
15/09/2017,NULL,NULL,1094,6323
27/10/2017,NULL,NULL,1095,6324
19/11/2017,NULL,NULL,1096,6325
25/11/2017,NULL,NULL,1097,6326
20/10/2017,NULL,NULL,1098,6327
03/11/2017,NULL,NULL,1099,6328
17/12/2017,NULL,NULL,1100,6329
17/01/2015,NULL,NULL,1446,6330
25/01/2015,NULL,NULL,1447,6331
06/01/2018, , ,1448,6332
13/01/2018, , ,1449,6333
20/01/2018, , ,1450,6334
27/01/2018, , ,1451,6335
02/02/2018, , ,1452,6336
10/02/2018, , ,1453,6337
16/02/2018, , ,1454,6338
24/02/2018, , ,1455,6339
03/03/2018, , ,1456,6340
24/03/2018, , ,1457,6341
06/04/2018, , ,1458,6342
13/04/2018, , ,1459,6343
28/04/2018, , ,1460,6344
05/05/2018, , ,1461,6345
02/09/2005, , ,1471,6346
10/09/2005, , ,1472,6347
16/09/2005, , ,1473,6348
25/09/2005, , ,1474,6349
14/10/2005, , ,1475,6350
05/11/2005,Daniel Larrechea,Valentin Courrent,1476,6351
11/11/2005,Jason Robinson, ,1477,6352
18/11/2005, , ,1478,6353
27/11/2005, , ,1479,6354
26/12/2005, , ,1480,6355
02/01/2006, , ,1481,6356
08/01/2006,Charlie Hodgson, ,1484,6357
28/01/2006, , ,1486,6359
11/02/2006, , ,1487,6360
17/02/2006, , ,1488,6361
26/02/2006, , ,1489,6362
10/03/2006, , ,1490,6363
25/03/2006, , ,1491,6364
08/04/2006,Jason Robinson, ,1492,6365
16/04/2006,Jason Robinson, ,1493,6366
28/04/2006, , ,1494,6367
06/05/2006, , ,1495,6368
14/05/2006, , ,1496,6369
27/05/2006,Charlie Hodgson, ,1497,6370
02/10/2005, , ,2497,7370
07/10/2005, , ,2498,7371
02/12/2005, , ,2499,7372
21/10/2005, , ,2500,7373
28/10/2005, , ,2501,7374
09/12/2005, , ,2502,7375
16/12/2005, , ,2503,7376
15/01/2006, , ,2504,7377
21/01/2006, , ,2505,7378
02/04/2006, , ,2506,7379
07/09/2008, , ,2507,7380
12/09/2008,Charlie Hodgson, ,2508,7381
19/09/2008, , ,2509,7382
26/09/2008, , ,2512,7385
01/10/2008, , ,2513,7386
14/11/2008, , ,2514,7387
23/11/2008, , ,2515,7388
28/11/2008, , ,2516,7389
20/12/2008, , ,2517,7390
14/08/2020, , ,3509,8382
21/08/2020, , ,3510,8383
25/08/2020, , ,3511,8384
29/08/2020, , ,NULL,8385
01/09/2009,Charlie Hodgson, ,2519,8386
26/12/2008, , ,2518,8387
09/01/2009,Charlie Hodgson, ,2519,8388
03/01/2009, , ,2523,8647
03/08/2009, , ,2524,8648
04/04/2009, , ,2528,8649
24/08/1997,Shane Howarth, ,2531,8659
30/08/1997, , ,2532,8660
18/10/1997, , ,2533,8661
25/10/1997, , ,2534,8662
02/11/1997,Simon Mannix, ,2535,8663
09/11/1997, , ,2536,8664
13/12/1997, , ,2537,8665
27/12/1997, , ,2538,8666
30/12/1997, , ,2539,8667
10/01/1998, , ,2540,8668
01/02/1998, , ,2541,8669
15/02/1998, , ,2542,8670
24/02/1998, , ,2543,8671
10/03/1998, , ,2544,8672
14/03/1998, , ,2545,8673
11/04/1998, , ,2546,8674
15/04/1998, , ,2547,8675
18/04/1998, , ,2548,8676
25/04/1998, , ,2549,8677
02/05/1998, , ,2550,8678
10/05/1998, , ,2551,8679
17/05/1998,Chris Yates, ,2552,8680
05/09/1998, , ,2553,8681
12/09/1998, , ,2554,8682
20/09/1998, , ,2555,8683
26/09/1998, , ,2556,8684
03/10/1998, , ,2557,8685
17/10/1998, , ,2558,8686
24/10/1998, , ,2559,8687
28/10/1998, , ,2560,8688
07/11/1998, , ,2561,8689
13/11/1998, , ,2562,8690
22/11/1998, , ,2563,8691
12/12/1998, , ,2564,8692
20/12/1998, , ,2565,8693
27/12/1998, , ,2566,8694
02/01/1999, , ,2567,8695
05/01/1999, , ,2568,8696
09/01/1999, , ,2569,8697
23/01/1999, , ,2570,8698
06/02/1999, , ,2571,8699
14/02/1999, , ,2572,8700
27/02/1999, , ,2573,8701
13/03/1999, , ,2574,8702
28/03/1999, , ,2575,8703
03/04/1999,Shane Howarth, ,2576,8704
24/04/1999, , ,2577,8705
01/05/1999,Shane Howarth, ,2578,8706
08/05/1999, , ,2579,8707
05/09/2020,Faf de Klerk, ,NULL,8708
09/09/2020, , ,NULL,8709
13/09/2020, , ,NULL,8710
29/09/2020, , ,NULL,8711
07/10/2020, , ,NULL,8712
11/09/1999, , ,NULL,8713
25/09/1999, , ,NULL,8714
02/10/1999, , ,NULL,8715
10/10/1999, , ,NULL,8716
17/10/1999, , ,NULL,8717
29/10/1999, , ,NULL,8718
05/11/1999, , ,NULL,8719
13/11/1999, , ,NULL,8720
04/12/1999, , ,NULL,8721
26/12/1999,Nicky Little, ,NULL,8722
29/12/1999, , ,NULL,8723
23/01/2000, , ,NULL,8724
12/02/2000, , ,NULL,8725
08/03/2000, , ,NULL,8726
12/03/2000, , ,NULL,8727
25/03/2000, , ,NULL,8728
08/04/2000, , ,NULL,8729
15/04/2000, , ,NULL,8730
22/04/2000, , ,NULL,8731
30/04/2000, , ,NULL,8732
06/05/2000, , ,NULL,8733
14/05/2000, , ,NULL,8734
NULL, , ,NULL,8735
NULL, , ,NULL,8736
NULL, , ,NULL,8737
NULL, , ,NULL,8738
NULL, , ,NULL,8739
NULL, , ,NULL,8740
NULL, , ,NULL,8741
NULL, , ,NULL,8742
NULL, , ,NULL,8743
NULL, , ,NULL,8744
NULL, , ,NULL,8745
NULL, , ,NULL,8746
NULL, , ,NULL,8747
NULL, , ,NULL,8748
NULL, , ,NULL,8749
NULL, , ,NULL,8750
NULL, , ,NULL,8751
NULL, , ,NULL,8752
NULL, , ,NULL,8753
NULL, , ,NULL,8754
NULL, , ,NULL,8755
NULL, , ,NULL,8756
09/02/2002,Charlie Hodgson, ,NULL,8757
23/02/2002, , ,NULL,8758
09/03/2002, , ,NULL,8759
16/03/2002, , ,NULL,8760
31/03/2002, , ,NULL,8761
13/04/2002, , ,NULL,8762
19/04/2002, , ,NULL,8763
05/05/2002, , ,NULL,8764
08/05/2002, , ,NULL,8765
12/05/2002, , ,NULL,8766
30/08/2002,Charlie Hodgson,Jos Baxendale,NULL,8767
07/09/2002, , ,NULL,8768
13/09/2002, , ,NULL,8769
20/09/2002,Charlie Hodgson, ,NULL,8770
27/09/2002,Charlie Hodgson, ,NULL,8771
05/10/2002,Charlie Hodgson, ,NULL,8772
27/10/2002, , ,NULL,8773
01/11/2002, , ,NULL,8774
10/11/2002, , ,NULL,8775
15/11/2002, , ,NULL,8776
24/11/2002, , ,NULL,8777
29/11/2002,Jos Baxendell, ,NULL,8778
29/12/2002, , ,NULL,8779
03/01/2003, , ,NULL,8780
02/02/2003, , ,NULL,8781
08/02/2003, , ,NULL,8782
15/03/2003, , ,NULL,8783
06/04/2003, , ,NULL,8784
18/04/2003, , ,NULL,8785
26/04/2003, , ,NULL,8786
03/05/2003, , ,NULL,8787
10/05/2003,Charlie Hodgson, ,NULL,8788
12/09/2003,Charlie Hodgson, ,NULL,8789
21/09/2003, , ,NULL,8790
26/09/2003, , ,NULL,8791
04/10/2003, , ,NULL,8792
10/10/2003, , ,NULL,8793
17/10/2003, , ,NULL,8794
25/10/2003, , ,NULL,8795
31/10/2003, , ,NULL,8796
08/11/2003, , ,NULL,8797
21/11/2003, , ,NULL,8798
30/11/2003, , ,NULL,8799
19/12/2003, , ,NULL,8800
27/12/2003, , ,NULL,8801
04/01/2004, , ,NULL,8802
06/02/2004, , ,NULL,8803
14/02/2004, , ,NULL,8804
21/02/2004, , ,NULL,8805
26/03/2004, , ,NULL,8806
03/04/2004, , ,NULL,8807
23/04/2004, , ,NULL,8808
02/05/2004, , ,NULL,8809
08/05/2004, , ,NULL,8810
05/09/2004,Jason Robinson,Charlie Hodgson,NULL,8811
11/09/2004,Charlie Hodgson, ,NULL,8812
17/09/2004, , ,NULL,8813
24/09/2004, , ,NULL,8814
03/10/2004,Charlie Hodgson, ,NULL,8815
08/10/2004, , ,NULL,8816
16/10/2004, , ,NULL,8817
05/11/2004, , ,NULL,8818
13/11/2004, , ,NULL,8819
19/11/2004, , ,NULL,8820
26/11/2004, , ,NULL,8821
27/12/2004, , ,NULL,8822
02/01/2005, , ,NULL,8823
29/01/2005, , ,NULL,8824
06/02/2005,Mike Hercus, ,NULL,8825
18/02/2005,Charlie Hodgson, ,NULL,8826
25/02/2005, , ,NULL,8827
13/03/2005, , ,NULL,8828
25/03/2005, , ,NULL,8829
09/04/2005, , ,NULL,8830
15/04/2005, , ,NULL,8831
30/04/2005, , ,NULL,8832
07/05/2005, , ,NULL,8833
03/09/2006, , ,NULL,8834
09/09/2006,Charlie Hodgson,Charlie Hodgson,NULL,8835
15/09/2006, , ,NULL,8836
22/09/2006, , ,NULL,8837
15/10/2006, , ,NULL,8838
03/11/2006, , ,NULL,8839
10/11/2006, , ,NULL,8840
17/11/2006,Daniel Larrechea, ,NULL,8841
24/11/2006, , ,NULL,8842
22/12/2006, , ,NULL,8843
26/12/2006, , ,NULL,8844
01/01/2007, , ,NULL,8845
06/01/2007, , ,NULL,8846
27/01/2007, , ,NULL,8847
18/02/2007, , ,NULL,8848
23/02/2007, , ,NULL,8849
04/03/2007, , ,NULL,8850
09/03/2007,Daniel Larrechea, ,NULL,8851
17/03/2007, , ,NULL,8852
06/04/2007,Lee Thomas,Lee Thomas,NULL,8853
13/04/2007, , ,NULL,8854
28/04/2007, , ,NULL,8855
16/09/2007, , ,NULL,8856
23/09/2007,Charlie Hodgson,Charlie Hodgson,NULL,8857
29/09/2007,Charlie Hodgson, ,NULL,8858
05/10/2007,Charlie Hodgson,Charlie Hodgson,NULL,8859
13/10/2007, , ,NULL,8860
19/10/2007, , ,NULL,8861
23/11/2007, , ,NULL,8862
23/12/2007, , ,NULL,8863
30/12/2007, , ,NULL,8864
06/01/2008, , ,NULL,8865
25/01/2008, , ,NULL,8866
15/02/2008, , ,NULL,8867
23/02/2008, , ,NULL,8868
29/02/2008,Charlie Hodgson, ,NULL,8869
09/03/2008, , ,NULL,8870
14/03/2008,Charlie Hodgson, ,NULL,8871
28/03/2008,Charlie Hodgson, ,NULL,8872
11/04/2008,Charlie Hodgson, ,NULL,8873
15/04/2008, , ,NULL,8874
20/04/2008, , ,NULL,8875
04/05/2008, , ,NULL,8876
10/05/2008, , ,NULL,8877
02/09/2001, , ,NULL,8878
08/09/2001, , ,NULL,8879
16/09/2001,Charlie Hodgson, ,NULL,8880
22/09/2001, , ,NULL,8881
13/10/2001, , ,NULL,8882
20/10/2001, , ,NULL,8883
11/11/2001, , ,NULL,8884
17/11/2001, , ,NULL,8885
25/11/2001, , ,NULL,8886
01/12/2001, , ,NULL,8887
08/12/2001, , ,NULL,8888
27/12/2001, , ,NULL,8889
09/01/2009,Charlie Hodgson, ,NULL,8890
02/09/2001, , ,NULL,8891
08/09/2001, , ,NULL,8892
16/09/2001,Charlie Hodgson, ,NULL,8893
22/09/2001, , ,NULL,8894
13/10/2001, , ,NULL,8895
20/10/2001, , ,NULL,8896
11/11/2001, , ,NULL,8897
17/11/2001, , ,NULL,8898
25/11/2001, , ,NULL,8899
01/12/2001, , ,NULL,8900
08/12/2001, , ,NULL,8901
27/12/2001, , ,NULL,8902
09/01/2009,Charlie Hodgson, ,NULL,8903
02/09/2001, , ,NULL,8904
08/09/2001, , ,NULL,8905
16/09/2001,Charlie Hodgson, ,NULL,8906
22/09/2001, , ,NULL,8907
13/10/2001, , ,NULL,8908
20/10/2001, , ,NULL,8909
11/11/2001, , ,NULL,8910
17/11/2001, , ,NULL,8911
25/11/2001, , ,NULL,8912
01/12/2001, , ,NULL,8913
08/12/2001, , ,NULL,8914
27/12/2001, , ,NULL,8915
09/01/2009,Charlie Hodgson, ,NULL,8916
02/09/2001, , ,NULL,8917
08/09/2001, , ,NULL,8918
16/09/2001,Charlie Hodgson, ,NULL,8919
22/09/2001, , ,NULL,8920
13/10/2001, , ,NULL,8921
20/10/2001, , ,NULL,8922
11/11/2001, , ,NULL,8923
17/11/2001, , ,NULL,8924
25/11/2001, , ,NULL,8925
01/12/2001, , ,NULL,8926
08/12/2001, , ,NULL,8927
27/12/2001, , ,NULL,8928
09/01/2009,Charlie Hodgson, ,NULL,8929
